time,abp
12493,5076.0
12494,5084.0
12495,5108.0
12496,5092.0
12497,5100.0
12498,5108.0
12499,5120.0
12500,5104.0
12501,5096.0
12502,5124.0
12503,5096.0
12504,5080.0
12505,5072.0
12506,5060.0
12507,5028.0
12508,5016.0
12509,4984.0
12510,4960.0
12511,4928.0
12512,4904.0
12513,4876.0
12514,4844.0
12515,4820.0
12516,4808.0
12517,4764.0
12518,4752.0
12519,4720.0
12520,4700.0
12521,4684.0
12522,4660.0
12523,4644.0
12524,4612.0
12525,4592.0
12526,4588.0
12527,4568.0
12528,4548.0
12529,4520.0
12530,4520.0
12531,4516.0
12532,4492.0
12533,4480.0
12534,4464.0
12535,4460.0
12536,4440.0
12537,4440.0
12538,4424.0
12539,4428.0
12540,4408.0
12541,4396.0
12542,4400.0
12543,4380.0
12544,4384.0
12545,4368.0
12546,4356.0
12547,4340.0
12548,4344.0
12549,4352.0
12550,4328.0
12551,4336.0
12552,4320.0
12553,4308.0
12554,4312.0
12555,4316.0
12556,4316.0
12557,4304.0
12558,4324.0
12559,4300.0
12560,4292.0
12561,4296.0
12562,4280.0
12563,4296.0
12564,4300.0
12565,4280.0
12566,4296.0
12567,4288.0
12568,4288.0
12569,4288.0
12570,4288.0
12571,4272.0
12572,4272.0
12573,4268.0
12574,4276.0
12575,4288.0
12576,4292.0
12577,4264.0
12578,4256.0
12579,4244.0
12580,4252.0
12581,4240.0
12582,4236.0
12583,4224.0
12584,4228.0
12585,4224.0
12586,4200.0
12587,4204.0
12588,4200.0
12589,4164.0
12590,4168.0
12591,4152.0
12592,4148.0
12593,4140.0
12594,4140.0
12595,4128.0
12596,4112.0
12597,4092.0
12598,4088.0
12599,4076.0
12600,4076.0
12601,4084.0
12602,4068.0
12603,4056.0
12604,4092.0
12605,4104.0
12606,4144.0
12607,4180.0
12608,4264.0
12609,4336.0
12610,4480.0
12611,4624.0
12612,4804.0
12613,5020.0
12614,5228.0
12615,5452.0
12616,5708.0
12617,5948.0
12618,6168.0
12619,6384.0
12620,6568.0
12621,6732.0
12622,6872.0
12623,6976.0
12624,7048.0
12625,7084.0
12626,7096.0
12627,7096.0
12628,7052.0
12629,7016.0
12630,6952.0
12631,6864.0
12632,6768.0
12633,6676.0
12634,6572.0
12635,6472.0
12636,6372.0
12637,6244.0
12638,6152.0
12639,6072.0
12640,5972.0
12641,5884.0
12642,5824.0
12643,5764.0
12644,5708.0
12645,5672.0
12646,5652.0
12647,5600.0
12648,5588.0
12649,5556.0
12650,5528.0
12651,5524.0
12652,5540.0
12653,5516.0
12654,5532.0
12655,5532.0
12656,5552.0
12657,5560.0
12658,5592.0
12659,5604.0
12660,5616.0
12661,5640.0
12662,5636.0
12663,5640.0
12664,5628.0
12665,5624.0
12666,5628.0
12667,5588.0
12668,5556.0
12669,5516.0
12670,5484.0
12671,5432.0
12672,5368.0
12673,5312.0
12674,5264.0
12675,5244.0
12676,5196.0
12677,5156.0
12678,5136.0
12679,5112.0
12680,5096.0
12681,5096.0
12682,5084.0
12683,5084.0
12684,5068.0
12685,5084.0
12686,5096.0
12687,5112.0
12688,5128.0
12689,5116.0
12690,5124.0
12691,5136.0
12692,5156.0
12693,5140.0
12694,5148.0
12695,5152.0
12696,5156.0
12697,5148.0
12698,5148.0
12699,5136.0
12700,5132.0
12701,5120.0
12702,5104.0
12703,5068.0
12704,5048.0
12705,5016.0
12706,5000.0
12707,4972.0
12708,4948.0
12709,4920.0
12710,4888.0
12711,4868.0
12712,4836.0
12713,4824.0
12714,4784.0
12715,4764.0
12716,4732.0
12717,4716.0
12718,4712.0
12719,4684.0
12720,4668.0
12721,4628.0
12722,4616.0
12723,4596.0
12724,4580.0
12725,4580.0
12726,4556.0
12727,4544.0
12728,4516.0
12729,4516.0
12730,4508.0
12731,4500.0
12732,4484.0
12733,4456.0
12734,4456.0
12735,4448.0
12736,4436.0
12737,4428.0
12738,4428.0
12739,4424.0
12740,4412.0
12741,4404.0
12742,4392.0
12743,4396.0
12744,4384.0
12745,4376.0
12746,4368.0
12747,4364.0
12748,4364.0
12749,4360.0
12750,4352.0
12751,4344.0
12752,4340.0
12753,4336.0
12754,4340.0
12755,4328.0
12756,4332.0
12757,4320.0
12758,4336.0
12759,4324.0
12760,4312.0
12761,4324.0
12762,4324.0
12763,4312.0
12764,4328.0
12765,4308.0
12766,4304.0
12767,4296.0
12768,4300.0
12769,4308.0
12770,4320.0
12771,4288.0
12772,4296.0
12773,4288.0
12774,4296.0
12775,4276.0
12776,4272.0
12777,4264.0
12778,4256.0
12779,4260.0
12780,4268.0
12781,4232.0
12782,4228.0
12783,4224.0
12784,4220.0
12785,4216.0
12786,4204.0
12787,4192.0
12788,4188.0
12789,4168.0
12790,4144.0
12791,4148.0
12792,4140.0
12793,4124.0
12794,4112.0
12795,4112.0
12796,4096.0
12797,4088.0
12798,4092.0
12799,4100.0
12800,4112.0
12801,4140.0
12802,4164.0
12803,4220.0
12804,4296.0
12805,4404.0
12806,4516.0
12807,4680.0
12808,4856.0
12809,5068.0
12810,5288.0
12811,5516.0
12812,5768.0
12813,5996.0
12814,6220.0
12815,6416.0
12816,6604.0
12817,6760.0
12818,6876.0
12819,6956.0
12820,7020.0
12821,7064.0
12822,7064.0
12823,7048.0
12824,7004.0
12825,6948.0
12826,6868.0
12827,6784.0
12828,6668.0
12829,6568.0
12830,6456.0
12831,6356.0
12832,6240.0
12833,6152.0
12834,6056.0
12835,5956.0
12836,5872.0
12837,5804.0
12838,5744.0
12839,5656.0
12840,5628.0
12841,5592.0
12842,5524.0
12843,5492.0
12844,5476.0
12845,5468.0
12846,5472.0
12847,5464.0
12848,5440.0
12849,5440.0
12850,5444.0
12851,5484.0
12852,5476.0
12853,5496.0
12854,5524.0
12855,5528.0
12856,5544.0
12857,5544.0
12858,5564.0
12859,5564.0
12860,5544.0
12861,5536.0
12862,5516.0
12863,5488.0
12864,5444.0
12865,5400.0
12866,5364.0
12867,5312.0
12868,5248.0
12869,5220.0
12870,5192.0
12871,5140.0
12872,5096.0
12873,5088.0
12874,5068.0
12875,5052.0
12876,5048.0
12877,5040.0
12878,5036.0
12879,5048.0
12880,5060.0
12881,5072.0
12882,5068.0
12883,5100.0
12884,5100.0
12885,5108.0
12886,5120.0
12887,5124.0
12888,5144.0
12889,5164.0
12890,5172.0
12891,5176.0
12892,5176.0
12893,5152.0
12894,5168.0
12895,5164.0
12896,5140.0
12897,5120.0
12898,5104.0
12899,5068.0
12900,5052.0
12901,5024.0
12902,5004.0
12903,4988.0
12904,4956.0
12905,4916.0
12906,4884.0
12907,4856.0
12908,4840.0
12909,4796.0
12910,4772.0
12911,4740.0
12912,4732.0
12913,4728.0
12914,4692.0
12915,4672.0
12916,4652.0
12917,4624.0
12918,4612.0
12919,4612.0
12920,4588.0
12921,4580.0
12922,4556.0
12923,4556.0
12924,4548.0
12925,4520.0
12926,4504.0
12927,4504.0
12928,4488.0
12929,4472.0
12930,4468.0
12931,4456.0
12932,4452.0
12933,4448.0
12934,4440.0
12935,4428.0
12936,4420.0
12937,4416.0
12938,4408.0
12939,4404.0
12940,4384.0
12941,4388.0
12942,4372.0
12943,4368.0
12944,4372.0
12945,4368.0
12946,4360.0
12947,4372.0
12948,4344.0
12949,4352.0
12950,4352.0
12951,4348.0
12952,4348.0
12953,4352.0
12954,4340.0
12955,4328.0
12956,4332.0
12957,4332.0
12958,4328.0
12959,4332.0
12960,4324.0
12961,4348.0
12962,4336.0
12963,4328.0
12964,4332.0
12965,4324.0
12966,4320.0
12967,4304.0
12968,4300.0
12969,4304.0
12970,4304.0
12971,4292.0
12972,4276.0
12973,4268.0
12974,4268.0
12975,4272.0
12976,4244.0
12977,4236.0
12978,4232.0
12979,4216.0
12980,4188.0
12981,4184.0
12982,4184.0
12983,4172.0
12984,4172.0
12985,4164.0
12986,4136.0
12987,4148.0
12988,4148.0
12989,4140.0
12990,4164.0
12991,4188.0
12992,4224.0
12993,4272.0
12994,4336.0
12995,4452.0
12996,4588.0
12997,4748.0
12998,4928.0
12999,5144.0
13000,5388.0
13001,5604.0
13002,5856.0
13003,6072.0
13004,6288.0
13005,6500.0
13006,6676.0
13007,6808.0
13008,6924.0
13009,7016.0
13010,7076.0
13011,7112.0
13012,7112.0
13013,7096.0
13014,7040.0
13015,6976.0
13016,6904.0
13017,6816.0
13018,6716.0
13019,6608.0
13020,6512.0
13021,6408.0
13022,6296.0
13023,6200.0
13024,6100.0
13025,6028.0
13026,5932.0
13027,5872.0
13028,5796.0
13029,5752.0
13030,5696.0
13031,5648.0
13032,5628.0
13033,5596.0
13034,5584.0
13035,5564.0
13036,5552.0
13037,5528.0
13038,5548.0
13039,5544.0
13040,5564.0
13041,5580.0
13042,5584.0
13043,5592.0
13044,5608.0
13045,5628.0
13046,5624.0
13047,5636.0
13048,5640.0
13049,5620.0
13050,5620.0
13051,5600.0
13052,5588.0
13053,5544.0
13054,5496.0
13055,5436.0
13056,5388.0
13057,5324.0
13058,5272.0
13059,5224.0
13060,5192.0
13061,5160.0
13062,5136.0
13063,5116.0
13064,5108.0
13065,5084.0
13066,5092.0
13067,5076.0
13068,5072.0
13069,5088.0
13070,5096.0
13071,5104.0
13072,5112.0
13073,5132.0
13074,5148.0
13075,5136.0
13076,5172.0
13077,5172.0
13078,5188.0
13079,5192.0
13080,5200.0
13081,5192.0
13082,5184.0
13083,5196.0
13084,5192.0
13085,5152.0
13086,5156.0
13087,5116.0
13088,5104.0
13089,5076.0
13090,5040.0
13091,5028.0
13092,4996.0
13093,4968.0
13094,4956.0
13095,4908.0
13096,4876.0
13097,4856.0
13098,4816.0
13099,4796.0
13100,4776.0
13101,4740.0
13102,4712.0
13103,4700.0
13104,4696.0
13105,4684.0
13106,4660.0
13107,4644.0
13108,4624.0
13109,4604.0
13110,4568.0
13111,4572.0
13112,4552.0
13113,4540.0
13114,4524.0
13115,4500.0
13116,4508.0
13117,4492.0
13118,4492.0
13119,4476.0
13120,4472.0
13121,4456.0
13122,4444.0
13123,4448.0
13124,4436.0
13125,4432.0
13126,4428.0
13127,4404.0
13128,4400.0
13129,4408.0
13130,4400.0
13131,4388.0
13132,4404.0
13133,4376.0
13134,4368.0
13135,4384.0
13136,4372.0
13137,4360.0
13138,4376.0
13139,4372.0
13140,4380.0
13141,4356.0
13142,4360.0
13143,4348.0
13144,4364.0
13145,4356.0
13146,4348.0
13147,4356.0
13148,4352.0
13149,4360.0
13150,4356.0
13151,4356.0
13152,4336.0
13153,4332.0
13154,4340.0
13155,4344.0
13156,4340.0
13157,4324.0
13158,4332.0
13159,4316.0
13160,4308.0
13161,4312.0
13162,4312.0
13163,4280.0
13164,4284.0
13165,4284.0
13166,4272.0
13167,4248.0
13168,4240.0
13169,4252.0
13170,4232.0
13171,4220.0
13172,4200.0
13173,4192.0
13174,4172.0
13175,4176.0
13176,4160.0
13177,4144.0
13178,4140.0
13179,4140.0
13180,4152.0
13181,4160.0
13182,4204.0
13183,4236.0
13184,4284.0
13185,4372.0
13186,4476.0
13187,4632.0
13188,4796.0
13189,5000.0
13190,5228.0
13191,5464.0
13192,5700.0
13193,5936.0
13194,6180.0
13195,6404.0
13196,6596.0
13197,6760.0
13198,6904.0
13199,7020.0
13200,7104.0
13201,7148.0
13202,7144.0
13203,7152.0
13204,7132.0
13205,7076.0
13206,7024.0
13207,6944.0
13208,6840.0
13209,6748.0
13210,6652.0
13211,6528.0
13212,6420.0
13213,6340.0
13214,6252.0
13215,6152.0
13216,6088.0
13217,6024.0
13218,5932.0
13219,5884.0
13220,5824.0
13221,5792.0
13222,5756.0
13223,5732.0
13224,5696.0
13225,5688.0
13226,5676.0
13227,5680.0
13228,5664.0
13229,5704.0
13230,5696.0
13231,5708.0
13232,5712.0
13233,5736.0
13234,5752.0
13235,5764.0
13236,5788.0
13237,5796.0
13238,5812.0
13239,5812.0
13240,5800.0
13241,5804.0
13242,5792.0
13243,5772.0
13244,5728.0
13245,5692.0
13246,5648.0
13247,5588.0
13248,5524.0
13249,5472.0
13250,5420.0
13251,5356.0
13252,5316.0
13253,5272.0
13254,5252.0
13255,5216.0
13256,5208.0
13257,5192.0
13258,5176.0
13259,5156.0
13260,5180.0
13261,5180.0
13262,5184.0
13263,5180.0
13264,5196.0
13265,5204.0
13266,5212.0
13267,5220.0
13268,5224.0
13269,5232.0
13270,5252.0
13271,5260.0
13272,5252.0
13273,5264.0
13274,5256.0
13275,5252.0
13276,5224.0
13277,5228.0
13278,5216.0
13279,5204.0
13280,5164.0
13281,5152.0
13282,5124.0
13283,5096.0
13284,5072.0
13285,5048.0
13286,5004.0
13287,4992.0
13288,4948.0
13289,4924.0
13290,4920.0
13291,4884.0
13292,4856.0
13293,4832.0
13294,4820.0
13295,4804.0
13296,4788.0
13297,4748.0
13298,4720.0
13299,4712.0
13300,4716.0
13301,4692.0
13302,4668.0
13303,4648.0
13304,4636.0
13305,4632.0
13306,4628.0
13307,4612.0
13308,4604.0
13309,4584.0
13310,4580.0
13311,4568.0
13312,4556.0
13313,4548.0
13314,4540.0
13315,4528.0
13316,4528.0
13317,4524.0
13318,4512.0
13319,4500.0
13320,4488.0
13321,4488.0
13322,4476.0
13323,4476.0
13324,4464.0
13325,4460.0
13326,4444.0
13327,4460.0
13328,4448.0
13329,4440.0
13330,4440.0
13331,4432.0
13332,4420.0
13333,4432.0
13334,4412.0
13335,4424.0
13336,4416.0
13337,4420.0
13338,4428.0
13339,4428.0
13340,4416.0
13341,4420.0
13342,4432.0
13343,4416.0
13344,4412.0
13345,4416.0
13346,4408.0
13347,4408.0
13348,4412.0
13349,4416.0
13350,4400.0
13351,4392.0
13352,4392.0
13353,4376.0
13354,4376.0
13355,4360.0
13356,4352.0
13357,4348.0
13358,4336.0
13359,4328.0
13360,4312.0
13361,4308.0
13362,4308.0
13363,4296.0
13364,4272.0
13365,4260.0
13366,4256.0
13367,4236.0
13368,4220.0
13369,4232.0
13370,4204.0
13371,4196.0
13372,4196.0
13373,4184.0
13374,4188.0
13375,4204.0
13376,4216.0
13377,4232.0
13378,4280.0
13379,4344.0
13380,4416.0
13381,4540.0
13382,4664.0
13383,4836.0
13384,5052.0
13385,5248.0
13386,5484.0
13387,5728.0
13388,5976.0
13389,6192.0
13390,6420.0
13391,6628.0
13392,6796.0
13393,6944.0
13394,7040.0
13395,7136.0
13396,7200.0
13397,7228.0
13398,7256.0
13399,7208.0
13400,7172.0
13401,7120.0
13402,7052.0
13403,6960.0
13404,6864.0
13405,6756.0
13406,6652.0
13407,6548.0
13408,6460.0
13409,6372.0
13410,6264.0
13411,6184.0
13412,6120.0
13413,6044.0
13414,5972.0
13415,5936.0
13416,5904.0
13417,5860.0
13418,5832.0
13419,5812.0
13420,5808.0
13421,5800.0
13422,5792.0
13423,5788.0
13424,5780.0
13425,5784.0
13426,5808.0
13427,5808.0
13428,5828.0
13429,5844.0
13430,5848.0
13431,5864.0
13432,5888.0
13433,5884.0
13434,5884.0
13435,5908.0
13436,5888.0
13437,5868.0
13438,5828.0
13439,5804.0
13440,5760.0
13441,5712.0
13442,5664.0
13443,5596.0
13444,5540.0
13445,5496.0
13446,5448.0
13447,5392.0
13448,5352.0
13449,5304.0
13450,5292.0
13451,5264.0
13452,5240.0
13453,5232.0
13454,5244.0
13455,5244.0
13456,5228.0
13457,5232.0
13458,5244.0
13459,5256.0
13460,5264.0
13461,5264.0
13462,5268.0
13463,5280.0
13464,5304.0
13465,5308.0
13466,5324.0
13467,5308.0
13468,5304.0
13469,5304.0
13470,5296.0
13471,5284.0
13472,5284.0
13473,5260.0
13474,5248.0
13475,5228.0
13476,5216.0
13477,5172.0
13478,5148.0
13479,5132.0
13480,5108.0
13481,5064.0
13482,5044.0
13483,5008.0
13484,4984.0
13485,4968.0
13486,4940.0
13487,4920.0
13488,4872.0
13489,4860.0
13490,4844.0
13491,4824.0
13492,4808.0
13493,4780.0
13494,4772.0
13495,4764.0
13496,4744.0
13497,4732.0
13498,4712.0
13499,4696.0
13500,4672.0
13501,4652.0
13502,4660.0
13503,4636.0
13504,4624.0
13505,4608.0
13506,4612.0
13507,4580.0
13508,4600.0
13509,4584.0
13510,4572.0
13511,4552.0
13512,4548.0
13513,4536.0
13514,4544.0
13515,4528.0
13516,4532.0
13517,4524.0
13518,4512.0
13519,4500.0
13520,4504.0
13521,4488.0
13522,4488.0
13523,4480.0
13524,4484.0
13525,4468.0
13526,4480.0
13527,4464.0
13528,4456.0
13529,4472.0
13530,4460.0
13531,4460.0
13532,4444.0
13533,4460.0
13534,4464.0
13535,4452.0
13536,4456.0
13537,4460.0
13538,4448.0
13539,4448.0
13540,4432.0
13541,4452.0
13542,4440.0
13543,4440.0
13544,4436.0
13545,4428.0
13546,4416.0
13547,4416.0
13548,4412.0
13549,4400.0
13550,4396.0
13551,4388.0
13552,4372.0
13553,4368.0
13554,4360.0
13555,4360.0
13556,4340.0
13557,4328.0
13558,4320.0
13559,4304.0
13560,4308.0
13561,4276.0
13562,4276.0
13563,4252.0
13564,4240.0
13565,4248.0
13566,4248.0
13567,4256.0
13568,4212.0
13569,4204.0
13570,4204.0
13571,4220.0
13572,4232.0
13573,4228.0
13574,4272.0
13575,4320.0
13576,4396.0
13577,4484.0
13578,4604.0
13579,4752.0
13580,4916.0
13581,5116.0
13582,5344.0
13583,5568.0
13584,5796.0
13585,6036.0
13586,6268.0
13587,6488.0
13588,6660.0
13589,6828.0
13590,6964.0
13591,7056.0
13592,7144.0
13593,7184.0
13594,7224.0
13595,7240.0
13596,7216.0
13597,7164.0
13598,7104.0
13599,7020.0
13600,6940.0
13601,6840.0
13602,6748.0
13603,6632.0
13604,6520.0
13605,6428.0
13606,6324.0
13607,6224.0
13608,6152.0
13609,6052.0
13610,5984.0
13611,5924.0
13612,5868.0
13613,5828.0
13614,5780.0
13615,5744.0
13616,5720.0
13617,5696.0
13618,5684.0
13619,5680.0
13620,5676.0
13621,5676.0
13622,5680.0
13623,5684.0
13624,5704.0
13625,5720.0
13626,5724.0
13627,5736.0
13628,5756.0
13629,5764.0
13630,5776.0
13631,5776.0
13632,5760.0
13633,5748.0
13634,5752.0
13635,5712.0
13636,5668.0
13637,5620.0
13638,5584.0
13639,5524.0
13640,5476.0
13641,5424.0
13642,5372.0
13643,5336.0
13644,5296.0
13645,5276.0
13646,5244.0
13647,5212.0
13648,5196.0
13649,5196.0
13650,5176.0
13651,5188.0
13652,5200.0
13653,5216.0
13654,5220.0
13655,5216.0
13656,5224.0
13657,5240.0
13658,5264.0
13659,5260.0
13660,5284.0
13661,5284.0
13662,5284.0
13663,5292.0
13664,5296.0
13665,5292.0
13666,5292.0
13667,5288.0
13668,5260.0
13669,5240.0
13670,5236.0
13671,5216.0
13672,5188.0
13673,5164.0
13674,5148.0
13675,5116.0
13676,5084.0
13677,5044.0
13678,5028.0
13679,4992.0
13680,4976.0
13681,4952.0
13682,4904.0
13683,4884.0
13684,4884.0
13685,4856.0
13686,4820.0
13687,4804.0
13688,4800.0
13689,4768.0
13690,4752.0
13691,4752.0
13692,4740.0
13693,4712.0
13694,4700.0
13695,4692.0
13696,4688.0
13697,4676.0
13698,4664.0
13699,4648.0
13700,4624.0
13701,4628.0
13702,4612.0
13703,4600.0
13704,4588.0
13705,4576.0
13706,4576.0
13707,4568.0
13708,4556.0
13709,4556.0
13710,4552.0
13711,4548.0
13712,4540.0
13713,4536.0
13714,4516.0
13715,4512.0
13716,4524.0
13717,4512.0
13718,4512.0
13719,4500.0
13720,4504.0
13721,4496.0
13722,4500.0
13723,4492.0
13724,4496.0
13725,4496.0
13726,4500.0
13727,4492.0
13728,4480.0
13729,4492.0
13730,4480.0
13731,4484.0
13732,4468.0
13733,4484.0
13734,4464.0
13735,4480.0
13736,4476.0
13737,4468.0
13738,4464.0
13739,4460.0
13740,4448.0
13741,4436.0
13742,4440.0
13743,4428.0
13744,4412.0
13745,4412.0
13746,4400.0
13747,4396.0
13748,4388.0
13749,4372.0
13750,4364.0
13751,4356.0
13752,4332.0
13753,4324.0
13754,4320.0
13755,4296.0
13756,4288.0
13757,4276.0
13758,4272.0
13759,4256.0
13760,4256.0
13761,4240.0
13762,4236.0
13763,4272.0
13764,4276.0
13765,4300.0
13766,4340.0
13767,4408.0
13768,4496.0
13769,4608.0
13770,4740.0
13771,4912.0
13772,5112.0
13773,5324.0
13774,5552.0
13775,5788.0
13776,6024.0
13777,6264.0
13778,6472.0
13779,6676.0
13780,6836.0
13781,6972.0
13782,7088.0
13783,7184.0
13784,7244.0
13785,7280.0
13786,7280.0
13787,7260.0
13788,7200.0
13789,7152.0
13790,7072.0
13791,6964.0
13792,6872.0
13793,6772.0
13794,6656.0
13795,6532.0
13796,6428.0
13797,6340.0
13798,6240.0
13799,6156.0
13800,6052.0
13801,5980.0
13802,5928.0
13803,5876.0
13804,5816.0
13805,5796.0
13806,5736.0
13807,5708.0
13808,5688.0
13809,5688.0
13810,5684.0
13811,5664.0
13812,5668.0
13813,5680.0
13814,5684.0
13815,5688.0
13816,5720.0
13817,5736.0
13818,5728.0
13819,5740.0
13820,5760.0
13821,5772.0
13822,5772.0
13823,5756.0
13824,5740.0
13825,5712.0
13826,5692.0
13827,5648.0
13828,5612.0
13829,5560.0
13830,5492.0
13831,5444.0
13832,5384.0
13833,5348.0
13834,5312.0
13835,5276.0
13836,5248.0
13837,5220.0
13838,5208.0
13839,5200.0
13840,5196.0
13841,5188.0
13842,5168.0
13843,5200.0
13844,5204.0
13845,5224.0
13846,5236.0
13847,5220.0
13848,5236.0
13849,5256.0
13850,5276.0
13851,5276.0
13852,5280.0
13853,5288.0
13854,5292.0
13855,5292.0
13856,5284.0
13857,5276.0
13858,5280.0
13859,5268.0
13860,5252.0
13861,5224.0
13862,5212.0
13863,5168.0
13864,5132.0
13865,5108.0
13866,5100.0
13867,5064.0
13868,5032.0
13869,5008.0
13870,4988.0
13871,4960.0
13872,4924.0
13873,4880.0
13874,4860.0
13875,4836.0
13876,4812.0
13877,4780.0
13878,4772.0
13879,4760.0
13880,4728.0
13881,4728.0
13882,4712.0
13883,4692.0
13884,4664.0
13885,4652.0
13886,4660.0
13887,4636.0
13888,4612.0
13889,4608.0
13890,4592.0
13891,4580.0
13892,4584.0
13893,4572.0
13894,4544.0
13895,4540.0
13896,4552.0
13897,4536.0
13898,4540.0
13899,4528.0
13900,4516.0
13901,4508.0
13902,4508.0
13903,4500.0
13904,4504.0
13905,4492.0
13906,4488.0
13907,4484.0
13908,4480.0
13909,4472.0
13910,4480.0
13911,4456.0
13912,4464.0
13913,4468.0
13914,4464.0
13915,4452.0
13916,4472.0
13917,4456.0
13918,4452.0
13919,4456.0
13920,4460.0
13921,4448.0
13922,4440.0
13923,4440.0
13924,4440.0
13925,4440.0
13926,4440.0
13927,4428.0
13928,4436.0
13929,4432.0
13930,4420.0
13931,4408.0
13932,4408.0
13933,4420.0
13934,4400.0
13935,4388.0
13936,4384.0
13937,4372.0
13938,4372.0
13939,4360.0
13940,4332.0
13941,4328.0
13942,4312.0
13943,4304.0
13944,4288.0
13945,4272.0
13946,4276.0
13947,4260.0
13948,4248.0
13949,4248.0
13950,4224.0
13951,4228.0
13952,4244.0
13953,4244.0
13954,4256.0
13955,4268.0
13956,4300.0
13957,4360.0
13958,4428.0
13959,4528.0
13960,4668.0
13961,4824.0
13962,5004.0
13963,5212.0
13964,5420.0
13965,5680.0
13966,5900.0
13967,6148.0
13968,6376.0
13969,6592.0
13970,6764.0
13971,6940.0
13972,7052.0
13973,7136.0
13974,7240.0
13975,7280.0
13976,7288.0
13977,7284.0
13978,7252.0
13979,7212.0
13980,7152.0
13981,7060.0
13982,6968.0
13983,6864.0
13984,6752.0
13985,6660.0
13986,6544.0
13987,6460.0
13988,6348.0
13989,6260.0
13990,6172.0
13991,6092.0
13992,6016.0
13993,5964.0
13994,5908.0
13995,5860.0
13996,5832.0
13997,5796.0
13998,5776.0
13999,5756.0
14000,5756.0
14001,5732.0
14002,5732.0
14003,5732.0
14004,5756.0
14005,5756.0
14006,5784.0
14007,5800.0
14008,5816.0
14009,5820.0
14010,5828.0
14011,5840.0
14012,5856.0
14013,5848.0
14014,5840.0
14015,5824.0
14016,5796.0
14017,5772.0
14018,5720.0
14019,5668.0
14020,5616.0
14021,5564.0
14022,5492.0
14023,5448.0
14024,5376.0
14025,5332.0
14026,5280.0
14027,5268.0
14028,5232.0
14029,5224.0
14030,5216.0
14031,5204.0
14032,5200.0
14033,5196.0
14034,5204.0
14035,5216.0
14036,5224.0
14037,5236.0
14038,5240.0
14039,5252.0
14040,5268.0
14041,5264.0
14042,5280.0
14043,5284.0
14044,5284.0
14045,5300.0
14046,5288.0
14047,5280.0
14048,5268.0
14049,5264.0
14050,5244.0
14051,5236.0
14052,5220.0
14053,5192.0
14054,5180.0
14055,5140.0
14056,5120.0
14057,5088.0
14058,5068.0
14059,5040.0
14060,5012.0
14061,4980.0
14062,4964.0
14063,4940.0
14064,4900.0
14065,4876.0
14066,4856.0
14067,4836.0
14068,4820.0
14069,4796.0
14070,4760.0
14071,4748.0
14072,4720.0
14073,4720.0
14074,4712.0
14075,4696.0
14076,4672.0
14077,4660.0
14078,4652.0
14079,4640.0
14080,4632.0
14081,4624.0
14082,4616.0
14083,4596.0
14084,4596.0
14085,4580.0
14086,4556.0
14087,4556.0
14088,4540.0
14089,4540.0
14090,4536.0
14091,4532.0
14092,4516.0
14093,4520.0
14094,4504.0
14095,4496.0
14096,4508.0
14097,4492.0
14098,4484.0
14099,4476.0
14100,4468.0
14101,4456.0
14102,4452.0
14103,4460.0
14104,4460.0
14105,4440.0
14106,4452.0
14107,4452.0
14108,4448.0
14109,4456.0
14110,4444.0
14111,4440.0
14112,4452.0
14113,4440.0
14114,4448.0
14115,4444.0
14116,4428.0
14117,4428.0
14118,4432.0
14119,4428.0
14120,4424.0
14121,4420.0
14122,4412.0
14123,4416.0
14124,4404.0
14125,4396.0
14126,4388.0
14127,4388.0
14128,4380.0
14129,4388.0
14130,4368.0
14131,4344.0
14132,4344.0
14133,4324.0
14134,4320.0
14135,4328.0
14136,4300.0
14137,4284.0
14138,4256.0
14139,4268.0
14140,4264.0
14141,4252.0
14142,4228.0
14143,4228.0
14144,4216.0
14145,4216.0
14146,4212.0
14147,4212.0
14148,4216.0
14149,4236.0
14150,4232.0
14151,4264.0
14152,4300.0
14153,4376.0
14154,4480.0
14155,4596.0
14156,4744.0
14157,4904.0
14158,5124.0
14159,5348.0
14160,5596.0
14161,5828.0
14162,6076.0
14163,6308.0
14164,6544.0
14165,6728.0
14166,6912.0
14167,7048.0
14168,7152.0
14169,7236.0
14170,7292.0
14171,7296.0
14172,7288.0
14173,7260.0
14174,7216.0
14175,7144.0
14176,7048.0
14177,6960.0
14178,6856.0
14179,6748.0
14180,6632.0
14181,6512.0
14182,6424.0
14183,6328.0
14184,6228.0
14185,6140.0
14186,6056.0
14187,6000.0
14188,5948.0
14189,5900.0
14190,5844.0
14191,5820.0
14192,5792.0
14193,5760.0
14194,5748.0
14195,5740.0
14196,5748.0
14197,5728.0
14198,5736.0
14199,5752.0
14200,5748.0
14201,5764.0
14202,5788.0
14203,5792.0
14204,5816.0
14205,5828.0
14206,5844.0
14207,5832.0
14208,5848.0
14209,5840.0
14210,5852.0
14211,5828.0
14212,5800.0
14213,5740.0
14214,5688.0
14215,5632.0
14216,5572.0
14217,5516.0
14218,5460.0
14219,5404.0
14220,5372.0
14221,5320.0
14222,5264.0
14223,5252.0
14224,5228.0
14225,5224.0
14226,5208.0
14227,5196.0
14228,5192.0
14229,5188.0
14230,5196.0
14231,5200.0
14232,5228.0
14233,5224.0
14234,5252.0
14235,5248.0
14236,5260.0
14237,5276.0
14238,5284.0
14239,5272.0
14240,5276.0
14241,5292.0
